# <defaultcodec>utf-8</defaultcodec>
Statistic export
DispY 1 (Average): Displacement Y [mm] , DispY 1 (Maximum): Displacement Y [mm] , DispY 1 (Minimum): Displacement Y [mm] , DispY 1 (Points): Displacement Y , DispY 1 (Sigma): Displacement Y [mm] , DispZ 1 (Average): Displacement Z [mm] , DispZ 1 (Maximum): Displacement Z [mm] , DispZ 1 (Minimum): Displacement Z [mm] , DispZ 1 (Points): Displacement Z , DispZ 1 (Sigma): Displacement Z [mm]
-1.13883848e+02 , -1.13831573e+02 , -1.13955574e+02 , 1.00000000e+02 , 2.46992309e-02 , -3.67052400e+01 , -3.66545525e+01 , -3.67528534e+01 , 1.00000000e+02 , 2.01536130e-02
-1.14662800e+02 , -1.14611328e+02 , -1.14737053e+02 , 1.00000000e+02 , 2.52799246e-02 , -3.67878248e+01 , -3.67371368e+01 , -3.68365822e+01 , 1.00000000e+02 , 2.02598079e-02
-1.15465202e+02 , -1.15418770e+02 , -1.15535217e+02 , 1.00000000e+02 , 2.51592057e-02 , -3.68432566e+01 , -3.67919960e+01 , -3.68908310e+01 , 1.00000000e+02 , 2.10825236e-02
-1.16274257e+02 , -1.16225624e+02 , -1.16342041e+02 , 1.00000000e+02 , 2.46035625e-02 , -3.69824541e+01 , -3.69329453e+01 , -3.70327682e+01 , 1.00000000e+02 , 2.12237366e-02
-1.17135657e+02 , -1.17084465e+02 , -1.17204453e+02 , 1.00000000e+02 , 2.38230138e-02 , -3.70578292e+01 , -3.70037842e+01 , -3.71125412e+01 , 1.00000000e+02 , 2.20691760e-02
-1.17983974e+02 , -1.17931618e+02 , -1.18053818e+02 , 1.00000000e+02 , 2.35941959e-02 , -3.70870137e+01 , -3.70321274e+01 , -3.71407585e+01 , 1.00000000e+02 , 2.15028941e-02
-1.18802964e+02 , -1.18754242e+02 , -1.18869606e+02 , 1.00000000e+02 , 2.42951475e-02 , -3.71895557e+01 , -3.71346931e+01 , -3.72452126e+01 , 1.00000000e+02 , 2.24727140e-02
-1.19635514e+02 , -1.19583389e+02 , -1.19702660e+02 , 1.00000000e+02 , 2.43524001e-02 , -3.73006620e+01 , -3.72445107e+01 , -3.73563042e+01 , 1.00000000e+02 , 2.31883900e-02
-1.20415272e+02 , -1.20362160e+02 , -1.20483894e+02 , 1.00000000e+02 , 2.46955227e-02 , -3.73364846e+01 , -3.72826347e+01 , -3.73925133e+01 , 1.00000000e+02 , 2.24883338e-02
-1.21184256e+02 , -1.21135376e+02 , -1.21249496e+02 , 1.00000000e+02 , 2.31898995e-02 , -3.74649076e+01 , -3.74118156e+01 , -3.75158806e+01 , 1.00000000e+02 , 2.09394170e-02
-1.21975331e+02 , -1.21924683e+02 , -1.22049095e+02 , 1.00000000e+02 , 2.48858274e-02 , -3.75592328e+01 , -3.75024376e+01 , -3.76148300e+01 , 1.00000000e+02 , 2.18642663e-02
-1.22795792e+02 , -1.22742363e+02 , -1.22860703e+02 , 1.00000000e+02 , 2.29171427e-02 , -3.75615333e+01 , -3.75071526e+01 , -3.76195946e+01 , 1.00000000e+02 , 2.33445263e-02
-1.23565745e+02 , -1.23515991e+02 , -1.23628479e+02 , 1.00000000e+02 , 2.14385655e-02 , -3.76663123e+01 , -3.76069031e+01 , -3.77250366e+01 , 1.00000000e+02 , 2.44479988e-02
-1.24379040e+02 , -1.24331421e+02 , -1.24441048e+02 , 1.00000000e+02 , 2.15969381e-02 , -3.77360176e+01 , -3.76739464e+01 , -3.77971268e+01 , 1.00000000e+02 , 2.49898960e-02
-1.25156351e+02 , -1.25103439e+02 , -1.25217987e+02 , 1.00000000e+02 , 2.22581184e-02 , -3.77680782e+01 , -3.77048683e+01 , -3.78338776e+01 , 1.00000000e+02 , 2.56192259e-02
-1.25988942e+02 , -1.25936066e+02 , -1.26048347e+02 , 1.00000000e+02 , 2.04337152e-02 , -3.78661591e+01 , -3.78042450e+01 , -3.79305649e+01 , 1.00000000e+02 , 2.61746244e-02
-1.26863555e+02 , -1.26811226e+02 , -1.26927734e+02 , 1.00000000e+02 , 2.29225142e-02 , -3.79464378e+01 , -3.78887634e+01 , -3.80058403e+01 , 1.00000000e+02 , 2.47337161e-02
-1.27634561e+02 , -1.27587830e+02 , -1.27690071e+02 , 1.00000000e+02 , 1.91348149e-02 , -3.79185946e+01 , -3.78491592e+01 , -3.79835129e+01 , 1.00000000e+02 , 2.82371997e-02
-1.27654574e+02 , -1.27600601e+02 , -1.27706497e+02 , 1.00000000e+02 , 2.15374421e-02 , -3.78433880e+01 , -3.77793541e+01 , -3.79145012e+01 , 1.00000000e+02 , 2.84049790e-02
-1.27652033e+02 , -1.27607109e+02 , -1.27701118e+02 , 1.00000000e+02 , 1.75710345e-02 , -3.77943839e+01 , -3.77312202e+01 , -3.78634567e+01 , 1.00000000e+02 , 2.77264501e-02
-1.26507891e+02 , -1.26455383e+02 , -1.26566086e+02 , 1.00000000e+02 , 1.91100939e-02 , -3.75004624e+01 , -3.74318008e+01 , -3.75678368e+01 , 1.00000000e+02 , 2.78547156e-02
-1.24752460e+02 , -1.24705658e+02 , -1.24810051e+02 , 1.00000000e+02 , 2.00525778e-02 , -3.72591991e+01 , -3.71954994e+01 , -3.73262177e+01 , 1.00000000e+02 , 2.66709087e-02
-1.22959548e+02 , -1.22910049e+02 , -1.23026428e+02 , 1.00000000e+02 , 2.11869578e-02 , -3.70862194e+01 , -3.70267143e+01 , -3.71447525e+01 , 1.00000000e+02 , 2.46230542e-02
-1.21161414e+02 , -1.21114944e+02 , -1.21220772e+02 , 1.00000000e+02 , 2.15373798e-02 , -3.68631519e+01 , -3.68002777e+01 , -3.69285316e+01 , 1.00000000e+02 , 2.67000066e-02
-1.19335314e+02 , -1.19283295e+02 , -1.19404404e+02 , 1.00000000e+02 , 2.52887297e-02 , -3.66770684e+01 , -3.66219788e+01 , -3.67335167e+01 , 1.00000000e+02 , 2.37082887e-02
-1.17496795e+02 , -1.17448341e+02 , -1.17565025e+02 , 1.00000000e+02 , 2.39038867e-02 , -3.64261987e+01 , -3.63745766e+01 , -3.64835052e+01 , 1.00000000e+02 , 2.20619517e-02
-1.15676569e+02 , -1.15630028e+02 , -1.15746529e+02 , 1.00000000e+02 , 2.47057378e-02 , -3.62496598e+01 , -3.61965027e+01 , -3.63042717e+01 , 1.00000000e+02 , 2.23368292e-02
-1.13965748e+02 , -1.13915504e+02 , -1.14037544e+02 , 1.00000000e+02 , 2.56525682e-02 , -3.60739467e+01 , -3.60256882e+01 , -3.61233406e+01 , 1.00000000e+02 , 2.08804903e-02
-1.12188841e+02 , -1.12141342e+02 , -1.12261497e+02 , 1.00000000e+02 , 2.59760529e-02 , -3.57720341e+01 , -3.57222824e+01 , -3.58190994e+01 , 1.00000000e+02 , 1.97552336e-02
-1.10366909e+02 , -1.10316330e+02 , -1.10442017e+02 , 1.00000000e+02 , 2.67452873e-02 , -3.55988686e+01 , -3.55522270e+01 , -3.56461105e+01 , 1.00000000e+02 , 1.91209404e-02
-1.08614237e+02 , -1.08564545e+02 , -1.08689796e+02 , 1.00000000e+02 , 2.73246687e-02 , -3.53234570e+01 , -3.52790756e+01 , -3.53630447e+01 , 1.00000000e+02 , 1.71871489e-02
-1.06909228e+02 , -1.06855835e+02 , -1.06984085e+02 , 1.00000000e+02 , 2.76022293e-02 , -3.49887243e+01 , -3.49468880e+01 , -3.50254478e+01 , 1.00000000e+02 , 1.67340304e-02
-1.05076831e+02 , -1.05022301e+02 , -1.05156158e+02 , 1.00000000e+02 , 2.92550181e-02 , -3.47453427e+01 , -3.47067757e+01 , -3.47808952e+01 , 1.00000000e+02 , 1.55131283e-02
-1.03297740e+02 , -1.03241600e+02 , -1.03375526e+02 , 1.00000000e+02 , 2.93862004e-02 , -3.42980547e+01 , -3.42592316e+01 , -3.43302879e+01 , 1.00000000e+02 , 1.48272160e-02
-1.01595809e+02 , -1.01544617e+02 , -1.01669533e+02 , 1.00000000e+02 , 2.81575424e-02 , -3.39400282e+01 , -3.39041862e+01 , -3.39754524e+01 , 1.00000000e+02 , 1.52235396e-02
-9.98930904e+01 , -9.98355789e+01 , -9.99751053e+01 , 1.00000000e+02 , 3.08610471e-02 , -3.33824064e+01 , -3.33526115e+01 , -3.34101448e+01 , 1.00000000e+02 , 1.27264591e-02
-9.81117209e+01 , -9.80524521e+01 , -9.81944046e+01 , 1.00000000e+02 , 3.16615724e-02 , -3.27681481e+01 , -3.27395706e+01 , -3.27928391e+01 , 1.00000000e+02 , 1.17744018e-02
-9.63496253e+01 , -9.62943573e+01 , -9.64327621e+01 , 1.00000000e+02 , 3.14282971e-02 , -3.20103852e+01 , -3.19811020e+01 , -3.20328026e+01 , 1.00000000e+02 , 1.13754282e-02
-9.45825653e+01 , -9.45251694e+01 , -9.46680145e+01 , 1.00000000e+02 , 3.14899233e-02 , -3.10697034e+01 , -3.10394917e+01 , -3.10926437e+01 , 1.00000000e+02 , 1.14958939e-02
-9.27777557e+01 , -9.27178421e+01 , -9.28630447e+01 , 1.00000000e+02 , 3.22371681e-02 , -3.00209454e+01 , -2.99939537e+01 , -3.00475121e+01 , 1.00000000e+02 , 1.12179378e-02
-9.10220174e+01 , -9.09666138e+01 , -9.11063385e+01 , 1.00000000e+02 , 3.16396586e-02 , -2.87454783e+01 , -2.87187786e+01 , -2.87708588e+01 , 1.00000000e+02 , 1.10203724e-02
-8.92336935e+01 , -8.91855698e+01 , -8.93040466e+01 , 1.00000000e+02 , 2.50347045e-02 , -2.73384670e+01 , -2.73088455e+01 , -2.73656178e+01 , 1.00000000e+02 , 1.18772246e-02
-8.74389909e+01 , -8.73844452e+01 , -8.75222092e+01 , 1.00000000e+02 , 3.05242608e-02 , -2.58824959e+01 , -2.58554115e+01 , -2.59042740e+01 , 1.00000000e+02 , 1.06662573e-02
-8.55968562e+01 , -8.55432358e+01 , -8.56769257e+01 , 1.00000000e+02 , 3.02945085e-02 , -2.42251233e+01 , -2.41986313e+01 , -2.42480755e+01 , 1.00000000e+02 , 1.04472822e-02
-8.37883586e+01 , -8.37336960e+01 , -8.38667908e+01 , 1.00000000e+02 , 3.03463270e-02 , -2.25253242e+01 , -2.25004883e+01 , -2.25481815e+01 , 1.00000000e+02 , 1.03505373e-02
-8.19340168e+01 , -8.18767548e+01 , -8.20127487e+01 , 1.00000000e+02 , 2.94523901e-02 , -2.07792921e+01 , -2.07529545e+01 , -2.08044910e+01 , 1.00000000e+02 , 1.07755556e-02
-8.00520139e+01 , -8.00019608e+01 , -8.01277847e+01 , 1.00000000e+02 , 2.76233916e-02 , -1.89410681e+01 , -1.89142704e+01 , -1.89646301e+01 , 1.00000000e+02 , 1.09691299e-02
-7.81976588e+01 , -7.81461029e+01 , -7.82731018e+01 , 1.00000000e+02 , 2.80579954e-02 , -1.71192131e+01 , -1.70961723e+01 , -1.71433144e+01 , 1.00000000e+02 , 1.03215718e-02
-7.63214819e+01 , -7.62652893e+01 , -7.63994980e+01 , 1.00000000e+02 , 2.86098162e-02 , -1.53092282e+01 , -1.52849331e+01 , -1.53351774e+01 , 1.00000000e+02 , 1.06761367e-02
-7.44736217e+01 , -7.44230118e+01 , -7.45466690e+01 , 1.00000000e+02 , 2.58200705e-02 , -1.35003114e+01 , -1.34735537e+01 , -1.35267925e+01 , 1.00000000e+02 , 1.11411842e-02
-7.25870602e+01 , -7.25487823e+01 , -7.26537094e+01 , 1.00000000e+02 , 2.11852752e-02 , -1.17917788e+01 , -1.17589207e+01 , -1.18174028e+01 , 1.00000000e+02 , 1.20944859e-02
-7.07319846e+01 , -7.06868820e+01 , -7.08068771e+01 , 1.00000000e+02 , 2.64806182e-02 , -1.02584394e+01 , -1.02304983e+01 , -1.02816429e+01 , 1.00000000e+02 , 1.11784950e-02
-6.88509869e+01 , -6.88119888e+01 , -6.89230804e+01 , 1.00000000e+02 , 2.39663339e-02 , -8.88125938e+00 , -8.85152531e+00 , -8.90737438e+00 , 1.00000000e+02 , 1.16184731e-02
-6.70156449e+01 , -6.69672546e+01 , -6.70895386e+01 , 1.00000000e+02 , 2.64741824e-02 , -7.75820844e+00 , -7.73160791e+00 , -7.78336906e+00 , 1.00000000e+02 , 1.08995472e-02
-6.52047895e+01 , -6.51578064e+01 , -6.52821579e+01 , 1.00000000e+02 , 2.68499194e-02 , -6.87821064e+00 , -6.85140228e+00 , -6.90078688e+00 , 1.00000000e+02 , 1.07206591e-02
-6.33812919e+01 , -6.33353348e+01 , -6.34506111e+01 , 1.00000000e+02 , 2.50552520e-02 , -6.19340083e+00 , -6.16656876e+00 , -6.21724796e+00 , 1.00000000e+02 , 1.10085314e-02
-6.16234493e+01 , -6.15635948e+01 , -6.17048225e+01 , 1.00000000e+02 , 3.04672590e-02 , -5.61896859e+00 , -5.59954214e+00 , -5.64202738e+00 , 1.00000000e+02 , 9.23689632e-03
-5.98457866e+01 , -5.97922173e+01 , -5.99210396e+01 , 1.00000000e+02 , 2.74977136e-02 , -5.14009135e+00 , -5.11743689e+00 , -5.16255522e+00 , 1.00000000e+02 , 1.00167264e-02
-5.80698576e+01 , -5.80226784e+01 , -5.81436806e+01 , 1.00000000e+02 , 2.67507258e-02 , -4.74350031e+00 , -4.71845627e+00 , -4.76700449e+00 , 1.00000000e+02 , 1.01940594e-02
-5.62602196e+01 , -5.62129745e+01 , -5.63353920e+01 , 1.00000000e+02 , 2.65038699e-02 , -4.11909678e+00 , -4.09496546e+00 , -4.14293528e+00 , 1.00000000e+02 , 1.01975665e-02
-5.44422943e+01 , -5.43997498e+01 , -5.45097504e+01 , 1.00000000e+02 , 2.40352733e-02 , -2.42660967e+00 , -2.40055847e+00 , -2.45325947e+00 , 1.00000000e+02 , 1.14994678e-02
-5.26394450e+01 , -5.25910797e+01 , -5.27100487e+01 , 1.00000000e+02 , 2.48772528e-02 , -2.15774846e+00 , -2.13229728e+00 , -2.18332982e+00 , 1.00000000e+02 , 1.09455702e-02
-5.08579686e+01 , -5.08137321e+01 , -5.09284058e+01 , 1.00000000e+02 , 2.50011149e-02 , -1.85856437e+00 , -1.83534384e+00 , -1.88331950e+00 , 1.00000000e+02 , 1.03663104e-02
-4.90437138e+01 , -4.89958763e+01 , -4.91154976e+01 , 1.00000000e+02 , 2.55088393e-02 , -1.21320202e+00 , -1.19004583e+00 , -1.23797452e+00 , 1.00000000e+02 , 1.03620094e-02
-4.72384631e+01 , -4.71954308e+01 , -4.73107300e+01 , 1.00000000e+02 , 2.50098797e-02 , -7.65788658e-01 , -7.41851926e-01 , -7.89048016e-01 , 1.00000000e+02 , 1.03837449e-02
-4.54629874e+01 , -4.54150124e+01 , -4.55361366e+01 , 1.00000000e+02 , 2.62510204e-02 , -5.06523262e-01 , -4.82719213e-01 , -5.30102968e-01 , 1.00000000e+02 , 1.01436909e-02
-4.36498265e+01 , -4.36043854e+01 , -4.37280617e+01 , 1.00000000e+02 , 2.59018356e-02 , -2.68660791e-01 , -2.46414423e-01 , -2.88092345e-01 , 1.00000000e+02 , 9.60207501e-03
-4.18257140e+01 , -4.17786102e+01 , -4.19032211e+01 , 1.00000000e+02 , 2.60716408e-02 , -6.50167662e-02 , -4.24636938e-02 , -8.44986290e-02 , 1.00000000e+02 , 9.49999216e-03
-3.99805348e+01 , -3.99313774e+01 , -4.00609016e+01 , 1.00000000e+02 , 2.71470061e-02 , 1.25409700e-01 , 1.49275541e-01 , 1.04960196e-01 , 1.00000000e+02 , 9.44377477e-03
-3.81701227e+01 , -3.81106529e+01 , -3.82491379e+01 , 1.00000000e+02 , 3.14085759e-02 , 3.08545389e-01 , 3.28819066e-01 , 2.87542939e-01 , 1.00000000e+02 , 8.87671943e-03
-3.62993618e+01 , -3.62496758e+01 , -3.63784256e+01 , 1.00000000e+02 , 2.81362008e-02 , 4.71476767e-01 , 4.92731571e-01 , 4.53091532e-01 , 1.00000000e+02 , 8.88603194e-03
-3.44722404e+01 , -3.44200554e+01 , -3.45563164e+01 , 1.00000000e+02 , 3.18571102e-02 , 6.14182472e-01 , 6.31262124e-01 , 5.98367393e-01 , 1.00000000e+02 , 8.33181065e-03
-3.25864766e+01 , -3.25319786e+01 , -3.26705589e+01 , 1.00000000e+02 , 3.01506135e-02 , 7.20293245e-01 , 7.38840163e-01 , 7.03602970e-01 , 1.00000000e+02 , 8.33838166e-03
-3.06582899e+01 , -3.06049824e+01 , -3.07436218e+01 , 1.00000000e+02 , 3.27521695e-02 , 8.10796159e-01 , 8.29809725e-01 , 7.94702113e-01 , 1.00000000e+02 , 8.54277875e-03
-2.88051630e+01 , -2.87403336e+01 , -2.88946648e+01 , 1.00000000e+02 , 3.36127201e-02 , 9.14630254e-01 , 9.35326517e-01 , 8.98820758e-01 , 1.00000000e+02 , 8.27763725e-03
-2.68896939e+01 , -2.68248310e+01 , -2.69813175e+01 , 1.00000000e+02 , 3.45019244e-02 , 9.85060021e-01 , 1.00513673e+00 , 9.67976987e-01 , 1.00000000e+02 , 8.36236248e-03
-2.49723058e+01 , -2.49308109e+01 , -2.50464687e+01 , 1.00000000e+02 , 2.51860304e-02 , 1.03903692e+00 , 1.05696142e+00 , 1.01984370e+00 , 1.00000000e+02 , 8.81885936e-03
-2.30238964e+01 , -2.29603901e+01 , -2.31069698e+01 , 1.00000000e+02 , 3.21053646e-02 , 1.07768938e+00 , 1.09710324e+00 , 1.06267929e+00 , 1.00000000e+02 , 7.99604894e-03
-2.11397523e+01 , -2.10821781e+01 , -2.12242603e+01 , 1.00000000e+02 , 3.20128603e-02 , 1.11938954e+00 , 1.14010942e+00 , 1.10343230e+00 , 1.00000000e+02 , 8.16426785e-03
-1.92800990e+01 , -1.92250824e+01 , -1.93627262e+01 , 1.00000000e+02 , 3.17266330e-02 , 1.16481548e+00 , 1.18695867e+00 , 1.14720607e+00 , 1.00000000e+02 , 9.21891310e-03
-1.75337398e+01 , -1.74641685e+01 , -1.76257191e+01 , 1.00000000e+02 , 3.66357345e-02 , 1.18801213e+00 , 1.21294391e+00 , 1.16924584e+00 , 1.00000000e+02 , 9.78390127e-03
-1.59157158e+01 , -1.58427963e+01 , -1.60132771e+01 , 1.00000000e+02 , 3.93276307e-02 , 1.20842899e+00 , 1.23407173e+00 , 1.19174778e+00 , 1.00000000e+02 , 1.00937546e-02
-1.43571779e+01 , -1.42969227e+01 , -1.44435682e+01 , 1.00000000e+02 , 3.47069482e-02 , 1.21632700e+00 , 1.23677087e+00 , 1.19999731e+00 , 1.00000000e+02 , 8.87518676e-03
-1.30726179e+01 , -1.30098963e+01 , -1.31578503e+01 , 1.00000000e+02 , 3.47531821e-02 , 1.21728439e+00 , 1.23877299e+00 , 1.20190072e+00 , 1.00000000e+02 , 8.92198860e-03
-1.14895474e+01 , -1.14255695e+01 , -1.15729389e+01 , 1.00000000e+02 , 3.46633567e-02 , 1.22962182e+00 , 1.25046754e+00 , 1.21176958e+00 , 1.00000000e+02 , 8.99598938e-03
-9.84179333e+00 , -9.77791500e+00 , -9.92943001e+00 , 1.00000000e+02 , 3.43232440e-02 , 1.26556637e+00 , 1.29091311e+00 , 1.24702740e+00 , 1.00000000e+02 , 8.98514201e-03
-8.28569057e+00 , -8.22501469e+00 , -8.37242317e+00 , 1.00000000e+02 , 3.39687571e-02 , 1.26952823e+00 , 1.29361284e+00 , 1.25324476e+00 , 1.00000000e+02 , 9.06210729e-03
-7.07151405e+00 , -7.00533199e+00 , -7.15811682e+00 , 1.00000000e+02 , 3.49276413e-02 , 1.26906275e+00 , 1.29539454e+00 , 1.25209713e+00 , 1.00000000e+02 , 9.38354039e-03
-6.53275097e+00 , -6.46952009e+00 , -6.61173773e+00 , 1.00000000e+02 , 3.31896920e-02 , 1.29165145e+00 , 1.31590724e+00 , 1.27481019e+00 , 1.00000000e+02 , 9.41967938e-03
-6.28692588e+00 , -6.23481560e+00 , -6.36440277e+00 , 1.00000000e+02 , 2.89212244e-02 , 1.28616561e+00 , 1.31278598e+00 , 1.26950431e+00 , 1.00000000e+02 , 9.31980830e-03
-6.06579778e+00 , -6.00198793e+00 , -6.14586830e+00 , 1.00000000e+02 , 3.42123198e-02 , 1.26927722e+00 , 1.29521406e+00 , 1.25167286e+00 , 1.00000000e+02 , 9.64099933e-03
-5.91277074e+00 , -5.85095406e+00 , -5.99946976e+00 , 1.00000000e+02 , 3.39649310e-02 , 1.28340711e+00 , 1.31003821e+00 , 1.26699543e+00 , 1.00000000e+02 , 9.76387779e-03
-5.75039930e+00 , -5.68433762e+00 , -5.84220934e+00 , 1.00000000e+02 , 3.51530835e-02 , 1.28218272e+00 , 1.30824971e+00 , 1.26494920e+00 , 1.00000000e+02 , 9.81234240e-03
-5.62944268e+00 , -5.56608057e+00 , -5.71463108e+00 , 1.00000000e+02 , 3.49262842e-02 , 1.28507057e+00 , 1.31027937e+00 , 1.26822698e+00 , 1.00000000e+02 , 9.28413713e-03
-5.51968479e+00 , -5.45580530e+00 , -5.60873175e+00 , 1.00000000e+02 , 3.45086238e-02 , 1.27966135e+00 , 1.30455077e+00 , 1.26224458e+00 , 1.00000000e+02 , 9.50710497e-03
-5.41674395e+00 , -5.35463047e+00 , -5.50427485e+00 , 1.00000000e+02 , 3.47889993e-02 , 1.27877466e+00 , 1.30410635e+00 , 1.26183403e+00 , 1.00000000e+02 , 9.77115568e-03
-5.33896281e+00 , -5.26144838e+00 , -5.43434858e+00 , 1.00000000e+02 , 4.02437501e-02 , 1.28139315e+00 , 1.30950058e+00 , 1.26237643e+00 , 1.00000000e+02 , 1.19189341e-02
-5.22082157e+00 , -5.14847612e+00 , -5.31012821e+00 , 1.00000000e+02 , 3.58877179e-02 , 1.26335912e+00 , 1.29137516e+00 , 1.24622643e+00 , 1.00000000e+02 , 9.98368498e-03
-5.14665862e+00 , -5.08681202e+00 , -5.22721910e+00 , 1.00000000e+02 , 3.35510367e-02 , 1.27312329e+00 , 1.29594505e+00 , 1.25478113e+00 , 1.00000000e+02 , 9.09664011e-03
-5.06555491e+00 , -5.00241137e+00 , -5.15087509e+00 , 1.00000000e+02 , 3.47220526e-02 , 1.27522467e+00 , 1.30242348e+00 , 1.25895309e+00 , 1.00000000e+02 , 9.79051726e-03
-4.99600507e+00 , -4.93447495e+00 , -5.08480930e+00 , 1.00000000e+02 , 3.47284957e-02 , 1.27470824e+00 , 1.29826260e+00 , 1.25742531e+00 , 1.00000000e+02 , 9.58368530e-03
-4.92087166e+00 , -4.85751438e+00 , -5.00669527e+00 , 1.00000000e+02 , 3.50129847e-02 , 1.27277888e+00 , 1.29669237e+00 , 1.25573003e+00 , 1.00000000e+02 , 9.53883335e-03
-4.85844238e+00 , -4.79881334e+00 , -4.94556952e+00 , 1.00000000e+02 , 3.28107890e-02 , 1.26765765e+00 , 1.29485238e+00 , 1.25119126e+00 , 1.00000000e+02 , 1.01595662e-02
-4.78793688e+00 , -4.72773886e+00 , -4.87444258e+00 , 1.00000000e+02 , 3.41470170e-02 , 1.26736665e+00 , 1.29225922e+00 , 1.25142503e+00 , 1.00000000e+02 , 9.64015083e-03
-4.73839113e+00 , -4.67666340e+00 , -4.82458544e+00 , 1.00000000e+02 , 3.39222170e-02 , 1.27166423e+00 , 1.29571497e+00 , 1.25495291e+00 , 1.00000000e+02 , 9.25819216e-03
-4.69515673e+00 , -4.63649893e+00 , -4.78422499e+00 , 1.00000000e+02 , 3.36692644e-02 , 1.28279444e+00 , 1.30944026e+00 , 1.26518893e+00 , 1.00000000e+02 , 1.00210747e-02
-4.61051036e+00 , -4.55578232e+00 , -4.69015503e+00 , 1.00000000e+02 , 3.21733917e-02 , 1.26817762e+00 , 1.29340339e+00 , 1.24986935e+00 , 1.00000000e+02 , 9.20559620e-03
-4.57481994e+00 , -4.52302217e+00 , -4.65650320e+00 , 1.00000000e+02 , 3.02248701e-02 , 1.26673264e+00 , 1.28895056e+00 , 1.24946356e+00 , 1.00000000e+02 , 8.94582180e-03
-4.52271260e+00 , -4.46538210e+00 , -4.60468435e+00 , 1.00000000e+02 , 3.12204277e-02 , 1.26696450e+00 , 1.28964758e+00 , 1.25090098e+00 , 1.00000000e+02 , 9.47389738e-03
-4.45683795e+00 , -4.40122223e+00 , -4.53329897e+00 , 1.00000000e+02 , 2.94871328e-02 , 1.26678228e+00 , 1.29344177e+00 , 1.25032294e+00 , 1.00000000e+02 , 9.65041200e-03
-4.36974069e+00 , -4.31910896e+00 , -4.44721460e+00 , 1.00000000e+02 , 3.06689743e-02 , 1.26580207e+00 , 1.29167843e+00 , 1.24470222e+00 , 1.00000000e+02 , 1.03452871e-02
-4.32357347e+00 , -4.25426149e+00 , -4.40719604e+00 , 1.00000000e+02 , 3.45990158e-02 , 1.27879226e+00 , 1.30575109e+00 , 1.26083815e+00 , 1.00000000e+02 , 1.01716501e-02
-4.29013566e+00 , -4.23167324e+00 , -4.37697792e+00 , 1.00000000e+02 , 3.37916227e-02 , 1.27970170e+00 , 1.30534279e+00 , 1.26355171e+00 , 1.00000000e+02 , 9.22446069e-03
-4.29964753e+00 , -4.24963427e+00 , -4.37677002e+00 , 1.00000000e+02 , 2.88520187e-02 , 1.28934007e+00 , 1.31280673e+00 , 1.27267575e+00 , 1.00000000e+02 , 8.75189318e-03
-4.25016279e+00 , -4.18506193e+00 , -4.34309816e+00 , 1.00000000e+02 , 3.68490383e-02 , 1.29285668e+00 , 1.31701899e+00 , 1.27751410e+00 , 1.00000000e+02 , 9.57109327e-03
-4.19416094e+00 , -4.13809872e+00 , -4.27642679e+00 , 1.00000000e+02 , 2.95967975e-02 , 1.28255401e+00 , 1.30642688e+00 , 1.26540327e+00 , 1.00000000e+02 , 9.33263907e-03
-4.15863970e+00 , -4.10045147e+00 , -4.24377060e+00 , 1.00000000e+02 , 3.38340112e-02 , 1.28646110e+00 , 1.30719054e+00 , 1.26648545e+00 , 1.00000000e+02 , 9.07083310e-03
-4.10631146e+00 , -4.05345201e+00 , -4.18267393e+00 , 1.00000000e+02 , 2.97614274e-02 , 1.27549617e+00 , 1.29652357e+00 , 1.25881076e+00 , 1.00000000e+02 , 8.85925622e-03
-4.07980107e+00 , -4.01224327e+00 , -4.16884661e+00 , 1.00000000e+02 , 3.71449419e-02 , 1.28012192e+00 , 1.30772448e+00 , 1.26261306e+00 , 1.00000000e+02 , 1.09934813e-02
-4.09575266e+00 , -4.03197670e+00 , -4.18301678e+00 , 1.00000000e+02 , 3.48123088e-02 , 1.29671950e+00 , 1.32202709e+00 , 1.28155410e+00 , 1.00000000e+02 , 9.67041603e-03
-4.04830247e+00 , -3.97909713e+00 , -4.14025211e+00 , 1.00000000e+02 , 3.72819039e-02 , 1.29424073e+00 , 1.31962550e+00 , 1.27722096e+00 , 1.00000000e+02 , 1.03754270e-02
-3.99585946e+00 , -3.92901158e+00 , -4.08604050e+00 , 1.00000000e+02 , 3.64313484e-02 , 1.27920475e+00 , 1.30478585e+00 , 1.26151276e+00 , 1.00000000e+02 , 9.91448242e-03
-3.95275653e+00 , -3.88749003e+00 , -4.04098940e+00 , 1.00000000e+02 , 3.62913069e-02 , 1.27803085e+00 , 1.30242133e+00 , 1.26180267e+00 , 1.00000000e+02 , 9.32053388e-03
-3.94614623e+00 , -3.88157105e+00 , -4.03403568e+00 , 1.00000000e+02 , 3.48730845e-02 , 1.28482975e+00 , 1.31307399e+00 , 1.26780403e+00 , 1.00000000e+02 , 1.02861809e-02
-3.93421722e+00 , -3.87451005e+00 , -4.02114344e+00 , 1.00000000e+02 , 3.33883623e-02 , 1.29180848e+00 , 1.31564975e+00 , 1.27380204e+00 , 1.00000000e+02 , 8.87729910e-03
-3.88795494e+00 , -3.82824731e+00 , -3.96725416e+00 , 1.00000000e+02 , 3.25991919e-02 , 1.26677047e+00 , 1.28663266e+00 , 1.24786305e+00 , 1.00000000e+02 , 8.84489854e-03
