# <defaultcodec>utf-8</defaultcodec>
Statistic export
DispY 1 (Average): Displacement Y [mm] , DispY 1 (Maximum): Displacement Y [mm] , DispY 1 (Minimum): Displacement Y [mm] , DispY 1 (Points): Displacement Y , DispY 1 (Sigma): Displacement Y [mm] , DispZ 1 (Average): Displacement Z [mm] , DispZ 1 (Maximum): Displacement Z [mm] , DispZ 1 (Minimum): Displacement Z [mm] , DispZ 1 (Points): Displacement Z , DispZ 1 (Sigma): Displacement Z [mm]
4.68289241e+00 , 4.74001217e+00 , 4.59698296e+00 , 1.00000000e+02 , 3.23729186e-02 , 9.38606069e-01 , 9.65398252e-01 , 9.21824396e-01 , 1.00000000e+02 , 1.05752238e-02
4.70720371e+00 , 4.76084089e+00 , 4.63142061e+00 , 1.00000000e+02 , 2.82901613e-02 , 9.42703187e-01 , 9.67344463e-01 , 9.26337719e-01 , 1.00000000e+02 , 9.09566237e-03
4.72388855e+00 , 4.77834749e+00 , 4.64406681e+00 , 1.00000000e+02 , 3.05740185e-02 , 9.50883727e-01 , 9.77595925e-01 , 9.33594882e-01 , 1.00000000e+02 , 1.01136934e-02
4.75934883e+00 , 4.80946207e+00 , 4.67911053e+00 , 1.00000000e+02 , 3.11922339e-02 , 9.55963442e-01 , 9.81900573e-01 , 9.38252211e-01 , 1.00000000e+02 , 1.00111332e-02
4.76319311e+00 , 4.82352734e+00 , 4.68063450e+00 , 1.00000000e+02 , 3.08605384e-02 , 9.62343220e-01 , 9.89955366e-01 , 9.46412742e-01 , 1.00000000e+02 , 1.02303094e-02
4.79870815e+00 , 4.86434126e+00 , 4.71049023e+00 , 1.00000000e+02 , 3.62091200e-02 , 9.63924656e-01 , 9.94437456e-01 , 9.44913566e-01 , 1.00000000e+02 , 1.11820250e-02
4.79108857e+00 , 4.85517216e+00 , 4.70561171e+00 , 1.00000000e+02 , 3.43912508e-02 , 9.80097631e-01 , 1.00799906e+00 , 9.61769402e-01 , 1.00000000e+02 , 1.05238262e-02
4.82444157e+00 , 4.88134766e+00 , 4.74643469e+00 , 1.00000000e+02 , 3.00700788e-02 , 9.80636803e-01 , 1.00739110e+00 , 9.62349296e-01 , 1.00000000e+02 , 9.72686141e-03
4.81451654e+00 , 4.86775112e+00 , 4.73618698e+00 , 1.00000000e+02 , 2.99315898e-02 , 9.99565045e-01 , 1.02637219e+00 , 9.84098852e-01 , 1.00000000e+02 , 9.01791284e-03
4.86156340e+00 , 4.91828918e+00 , 4.77862549e+00 , 1.00000000e+02 , 3.26934100e-02 , 9.92688713e-01 , 1.02152741e+00 , 9.76245999e-01 , 1.00000000e+02 , 1.04481827e-02
4.87673413e+00 , 4.93028212e+00 , 4.79342651e+00 , 1.00000000e+02 , 3.01464018e-02 , 1.00051234e+00 , 1.02653062e+00 , 9.83668268e-01 , 1.00000000e+02 , 9.83766967e-03
4.87053329e+00 , 4.93017673e+00 , 4.79157448e+00 , 1.00000000e+02 , 3.03839242e-02 , 1.02421083e+00 , 1.05325866e+00 , 1.00310481e+00 , 1.00000000e+02 , 1.08640419e-02
4.90723034e+00 , 4.95943785e+00 , 4.82950544e+00 , 1.00000000e+02 , 2.88571174e-02 , 1.02054283e+00 , 1.04868364e+00 , 1.00133646e+00 , 1.00000000e+02 , 1.01838600e-02
4.92717130e+00 , 4.99728012e+00 , 4.83843946e+00 , 1.00000000e+02 , 3.60346408e-02 , 1.01479619e+00 , 1.04359305e+00 , 9.97330248e-01 , 1.00000000e+02 , 1.14514845e-02
4.92784383e+00 , 4.98478127e+00 , 4.84139585e+00 , 1.00000000e+02 , 3.25777018e-02 , 1.02739536e+00 , 1.05613184e+00 , 1.00785041e+00 , 1.00000000e+02 , 1.04546702e-02
4.93314085e+00 , 4.99025965e+00 , 4.86048079e+00 , 1.00000000e+02 , 2.98301535e-02 , 1.04052670e+00 , 1.07957613e+00 , 1.01751554e+00 , 1.00000000e+02 , 1.27020496e-02
4.96283891e+00 , 5.02154064e+00 , 4.88174629e+00 , 1.00000000e+02 , 3.25821937e-02 , 1.04239269e+00 , 1.07142723e+00 , 1.02458990e+00 , 1.00000000e+02 , 1.04496200e-02
4.97059053e+00 , 5.01833105e+00 , 4.88917112e+00 , 1.00000000e+02 , 2.97783431e-02 , 1.05825235e+00 , 1.08500743e+00 , 1.03770304e+00 , 1.00000000e+02 , 1.03164925e-02
5.00974909e+00 , 5.07364607e+00 , 4.92496538e+00 , 1.00000000e+02 , 3.51032414e-02 , 1.07263106e+00 , 1.10477829e+00 , 1.05391800e+00 , 1.00000000e+02 , 1.11734166e-02
5.01708541e+00 , 5.06150770e+00 , 4.94896173e+00 , 1.00000000e+02 , 2.44812366e-02 , 1.06137301e+00 , 1.09247303e+00 , 1.04141343e+00 , 1.00000000e+02 , 1.09998239e-02
5.06433362e+00 , 5.12492323e+00 , 4.97695923e+00 , 1.00000000e+02 , 3.50499470e-02 , 1.06648325e+00 , 1.09665048e+00 , 1.04692256e+00 , 1.00000000e+02 , 1.09395711e-02
5.08246029e+00 , 5.14216709e+00 , 4.99826336e+00 , 1.00000000e+02 , 3.32477802e-02 , 1.06919431e+00 , 1.09923995e+00 , 1.04979312e+00 , 1.00000000e+02 , 1.05485504e-02
5.09893823e+00 , 5.15963268e+00 , 5.01216078e+00 , 1.00000000e+02 , 3.52347248e-02 , 1.07217397e+00 , 1.10404217e+00 , 1.04851818e+00 , 1.00000000e+02 , 1.13682196e-02
5.09963736e+00 , 5.16196966e+00 , 5.01631165e+00 , 1.00000000e+02 , 3.21001340e-02 , 1.07851704e+00 , 1.10511553e+00 , 1.06109202e+00 , 1.00000000e+02 , 9.92546918e-03
5.13670306e+00 , 5.20281839e+00 , 5.04766369e+00 , 1.00000000e+02 , 3.51564020e-02 , 1.08025114e+00 , 1.10906279e+00 , 1.06098866e+00 , 1.00000000e+02 , 1.03113021e-02
5.10744464e+00 , 5.15842342e+00 , 5.03060055e+00 , 1.00000000e+02 , 2.75443320e-02 , 1.09834965e+00 , 1.12593067e+00 , 1.07842362e+00 , 1.00000000e+02 , 1.02274624e-02
5.15519532e+00 , 5.20733929e+00 , 5.07496595e+00 , 1.00000000e+02 , 3.11937668e-02 , 1.09483780e+00 , 1.12304795e+00 , 1.07549763e+00 , 1.00000000e+02 , 1.01350853e-02
5.17323543e+00 , 5.22692871e+00 , 5.08909035e+00 , 1.00000000e+02 , 3.07771274e-02 , 1.10062331e+00 , 1.13025773e+00 , 1.08009982e+00 , 1.00000000e+02 , 1.08671940e-02
5.18529021e+00 , 5.24544430e+00 , 5.10172462e+00 , 1.00000000e+02 , 3.37513982e-02 , 1.11105539e+00 , 1.14303088e+00 , 1.08851874e+00 , 1.00000000e+02 , 1.17109295e-02
5.21609932e+00 , 5.26964331e+00 , 5.13374853e+00 , 1.00000000e+02 , 3.02003851e-02 , 1.10662503e+00 , 1.13672602e+00 , 1.08449185e+00 , 1.00000000e+02 , 1.14161456e-02
5.22965924e+00 , 5.29680777e+00 , 5.13774872e+00 , 1.00000000e+02 , 3.63468346e-02 , 1.11515895e+00 , 1.14264524e+00 , 1.09579074e+00 , 1.00000000e+02 , 1.00785112e-02
5.21599118e+00 , 5.27153492e+00 , 5.13289070e+00 , 1.00000000e+02 , 3.23745117e-02 , 1.13537309e+00 , 1.16592550e+00 , 1.11233222e+00 , 1.00000000e+02 , 1.11410031e-02
5.27546763e+00 , 5.33114815e+00 , 5.19010305e+00 , 1.00000000e+02 , 3.25177670e-02 , 1.11958189e+00 , 1.14951015e+00 , 1.09742427e+00 , 1.00000000e+02 , 1.13078220e-02
5.27668252e+00 , 5.33307314e+00 , 5.19409895e+00 , 1.00000000e+02 , 3.19666407e-02 , 1.13419712e+00 , 1.16409183e+00 , 1.11020148e+00 , 1.00000000e+02 , 1.09781378e-02
5.29896929e+00 , 5.35749960e+00 , 5.21058893e+00 , 1.00000000e+02 , 3.34416551e-02 , 1.13793414e+00 , 1.17147648e+00 , 1.11540163e+00 , 1.00000000e+02 , 1.18577086e-02
5.31768188e+00 , 5.37823391e+00 , 5.23060131e+00 , 1.00000000e+02 , 3.26257925e-02 , 1.14579049e+00 , 1.18055940e+00 , 1.12397194e+00 , 1.00000000e+02 , 1.15747036e-02
5.32747214e+00 , 5.38470936e+00 , 5.24462795e+00 , 1.00000000e+02 , 3.26789922e-02 , 1.15508394e+00 , 1.18814933e+00 , 1.13129985e+00 , 1.00000000e+02 , 1.19425398e-02
5.35661533e+00 , 5.40925407e+00 , 5.27889824e+00 , 1.00000000e+02 , 2.86308301e-02 , 1.14394993e+00 , 1.17480397e+00 , 1.12230814e+00 , 1.00000000e+02 , 1.08172857e-02
5.33869569e+00 , 5.39504099e+00 , 5.25729704e+00 , 1.00000000e+02 , 3.18983581e-02 , 1.15242340e+00 , 1.18350983e+00 , 1.13001859e+00 , 1.00000000e+02 , 1.09624774e-02
5.35967367e+00 , 5.41747761e+00 , 5.27399874e+00 , 1.00000000e+02 , 3.23203132e-02 , 1.14560584e+00 , 1.17420030e+00 , 1.12544441e+00 , 1.00000000e+02 , 1.04095174e-02
5.36157528e+00 , 5.41569281e+00 , 5.27880239e+00 , 1.00000000e+02 , 3.09323934e-02 , 1.14932608e+00 , 1.17858493e+00 , 1.12981296e+00 , 1.00000000e+02 , 1.05384407e-02
5.38007906e+00 , 5.44279289e+00 , 5.29455853e+00 , 1.00000000e+02 , 3.39763969e-02 , 1.13943485e+00 , 1.16959465e+00 , 1.11814082e+00 , 1.00000000e+02 , 1.09775942e-02
5.38447404e+00 , 5.45134354e+00 , 5.30228758e+00 , 1.00000000e+02 , 3.63757289e-02 , 1.14288394e+00 , 1.17943299e+00 , 1.11692238e+00 , 1.00000000e+02 , 1.34697331e-02
5.36457127e+00 , 5.42122412e+00 , 5.28235674e+00 , 1.00000000e+02 , 3.22709827e-02 , 1.16742828e+00 , 1.19779027e+00 , 1.14505517e+00 , 1.00000000e+02 , 1.12031364e-02
5.36759737e+00 , 5.42523479e+00 , 5.29035568e+00 , 1.00000000e+02 , 3.08652127e-02 , 1.14783308e+00 , 1.18070638e+00 , 1.12432253e+00 , 1.00000000e+02 , 1.15105145e-02
5.42100133e+00 , 5.46822548e+00 , 5.34478521e+00 , 1.00000000e+02 , 2.71163380e-02 , 1.13348122e+00 , 1.16211677e+00 , 1.11332333e+00 , 1.00000000e+02 , 1.06644958e-02
5.41158260e+00 , 5.46627045e+00 , 5.33192110e+00 , 1.00000000e+02 , 3.05388998e-02 , 1.13690964e+00 , 1.16987097e+00 , 1.11426330e+00 , 1.00000000e+02 , 1.16925184e-02
5.39353413e+00 , 5.44894457e+00 , 5.31601429e+00 , 1.00000000e+02 , 3.18423271e-02 , 1.14299318e+00 , 1.17535973e+00 , 1.12058985e+00 , 1.00000000e+02 , 1.15045761e-02
5.40628919e+00 , 5.46766806e+00 , 5.32074451e+00 , 1.00000000e+02 , 3.27601402e-02 , 1.13910468e+00 , 1.16756570e+00 , 1.11969709e+00 , 1.00000000e+02 , 1.04625186e-02
5.42360566e+00 , 5.48448133e+00 , 5.33769751e+00 , 1.00000000e+02 , 3.26332876e-02 , 1.14019881e+00 , 1.17150772e+00 , 1.11794353e+00 , 1.00000000e+02 , 1.09194530e-02
5.41811504e+00 , 5.48327541e+00 , 5.33305693e+00 , 1.00000000e+02 , 3.44720774e-02 , 1.14316326e+00 , 1.17564857e+00 , 1.12070298e+00 , 1.00000000e+02 , 1.17156069e-02
5.43541824e+00 , 5.49019575e+00 , 5.35137129e+00 , 1.00000000e+02 , 3.10538111e-02 , 1.13277923e+00 , 1.16410089e+00 , 1.11347973e+00 , 1.00000000e+02 , 1.09494799e-02
5.45667159e+00 , 5.51136780e+00 , 5.37577629e+00 , 1.00000000e+02 , 3.14803026e-02 , 1.13908733e+00 , 1.16586113e+00 , 1.12214661e+00 , 1.00000000e+02 , 9.76334020e-03
5.45834629e+00 , 5.51443911e+00 , 5.37331343e+00 , 1.00000000e+02 , 3.13925877e-02 , 1.12695165e+00 , 1.15567625e+00 , 1.10295391e+00 , 1.00000000e+02 , 1.11756998e-02
5.44947198e+00 , 5.50624561e+00 , 5.36018085e+00 , 1.00000000e+02 , 3.30172585e-02 , 1.12818649e+00 , 1.15435541e+00 , 1.11016834e+00 , 1.00000000e+02 , 1.02322166e-02
5.45426878e+00 , 5.51286507e+00 , 5.37008762e+00 , 1.00000000e+02 , 3.17498350e-02 , 1.13683406e+00 , 1.16757965e+00 , 1.11477935e+00 , 1.00000000e+02 , 1.13049469e-02
5.46212663e+00 , 5.51955986e+00 , 5.37598562e+00 , 1.00000000e+02 , 3.37371717e-02 , 1.13594132e+00 , 1.16532004e+00 , 1.11395717e+00 , 1.00000000e+02 , 1.10246038e-02
5.46131470e+00 , 5.52032900e+00 , 5.38309383e+00 , 1.00000000e+02 , 3.11157669e-02 , 1.12816273e+00 , 1.15717065e+00 , 1.10557258e+00 , 1.00000000e+02 , 1.07145454e-02
5.46534032e+00 , 5.52155256e+00 , 5.38192940e+00 , 1.00000000e+02 , 3.25598399e-02 , 1.13345118e+00 , 1.16493464e+00 , 1.11215377e+00 , 1.00000000e+02 , 1.11724016e-02
5.46865734e+00 , 5.52488518e+00 , 5.38892984e+00 , 1.00000000e+02 , 3.09706116e-02 , 1.12240861e+00 , 1.15371752e+00 , 1.10041344e+00 , 1.00000000e+02 , 1.11793800e-02
5.49493800e+00 , 5.55384207e+00 , 5.41170168e+00 , 1.00000000e+02 , 3.33416702e-02 , 1.12538794e+00 , 1.15498602e+00 , 1.10442090e+00 , 1.00000000e+02 , 1.11563569e-02
5.48268129e+00 , 5.54229784e+00 , 5.39581108e+00 , 1.00000000e+02 , 3.20684671e-02 , 1.13460554e+00 , 1.16541779e+00 , 1.11303818e+00 , 1.00000000e+02 , 1.07812768e-02
5.47424904e+00 , 5.54209375e+00 , 5.37958050e+00 , 1.00000000e+02 , 3.77960248e-02 , 1.13416026e+00 , 1.15922284e+00 , 1.11619771e+00 , 1.00000000e+02 , 9.99823566e-03
5.48240277e+00 , 5.54124165e+00 , 5.40240574e+00 , 1.00000000e+02 , 3.24453740e-02 , 1.13601325e+00 , 1.16659427e+00 , 1.11337113e+00 , 1.00000000e+02 , 1.09532674e-02
5.49811113e+00 , 5.55603266e+00 , 5.41002369e+00 , 1.00000000e+02 , 3.22343737e-02 , 1.13185119e+00 , 1.16306841e+00 , 1.10822535e+00 , 1.00000000e+02 , 1.14003764e-02
5.50378432e+00 , 5.56126308e+00 , 5.41399002e+00 , 1.00000000e+02 , 3.27639278e-02 , 1.13077428e+00 , 1.16136885e+00 , 1.11114454e+00 , 1.00000000e+02 , 1.09768440e-02
5.50624797e+00 , 5.55932665e+00 , 5.41870642e+00 , 1.00000000e+02 , 3.23671022e-02 , 1.13247349e+00 , 1.16348565e+00 , 1.11079872e+00 , 1.00000000e+02 , 1.12012322e-02
5.51836008e+00 , 5.57414818e+00 , 5.43098307e+00 , 1.00000000e+02 , 3.22826772e-02 , 1.12901286e+00 , 1.16036928e+00 , 1.10514414e+00 , 1.00000000e+02 , 1.12795342e-02
5.51948834e+00 , 5.57736206e+00 , 5.43514490e+00 , 1.00000000e+02 , 3.18194056e-02 , 1.13123324e+00 , 1.16066611e+00 , 1.10970616e+00 , 1.00000000e+02 , 1.08969464e-02
5.50992259e+00 , 5.56735277e+00 , 5.43040848e+00 , 1.00000000e+02 , 3.14085633e-02 , 1.13242841e+00 , 1.16229737e+00 , 1.11080611e+00 , 1.00000000e+02 , 1.09274328e-02
5.51686022e+00 , 5.57590818e+00 , 5.43017435e+00 , 1.00000000e+02 , 3.30539907e-02 , 1.13055532e+00 , 1.16094601e+00 , 1.10946441e+00 , 1.00000000e+02 , 1.09673063e-02
5.52214862e+00 , 5.58321476e+00 , 5.43568659e+00 , 1.00000000e+02 , 3.31564957e-02 , 1.13510670e+00 , 1.16353297e+00 , 1.11543334e+00 , 1.00000000e+02 , 1.03966826e-02
5.52212566e+00 , 5.57924366e+00 , 5.44214201e+00 , 1.00000000e+02 , 3.21112169e-02 , 1.13329560e+00 , 1.16423321e+00 , 1.11130571e+00 , 1.00000000e+02 , 1.11701872e-02
5.53704735e+00 , 5.59551811e+00 , 5.45336390e+00 , 1.00000000e+02 , 3.25739177e-02 , 1.13268605e+00 , 1.16358447e+00 , 1.11214721e+00 , 1.00000000e+02 , 1.09871458e-02
5.52264027e+00 , 5.57644320e+00 , 5.44030619e+00 , 1.00000000e+02 , 3.08209163e-02 , 1.14555357e+00 , 1.17528296e+00 , 1.12796295e+00 , 1.00000000e+02 , 1.05168704e-02
5.54402178e+00 , 5.60200167e+00 , 5.45761585e+00 , 1.00000000e+02 , 3.37319046e-02 , 1.13212438e+00 , 1.16544318e+00 , 1.10825050e+00 , 1.00000000e+02 , 1.20435478e-02
5.53455384e+00 , 5.59124565e+00 , 5.45073891e+00 , 1.00000000e+02 , 3.17660216e-02 , 1.13784959e+00 , 1.16852653e+00 , 1.11433792e+00 , 1.00000000e+02 , 1.12623233e-02
5.54207868e+00 , 5.60161400e+00 , 5.45554447e+00 , 1.00000000e+02 , 3.34770741e-02 , 1.14015750e+00 , 1.16996455e+00 , 1.12040544e+00 , 1.00000000e+02 , 1.09743900e-02
5.54292058e+00 , 5.59999132e+00 , 5.45396376e+00 , 1.00000000e+02 , 3.22837397e-02 , 1.13725384e+00 , 1.16588140e+00 , 1.11599267e+00 , 1.00000000e+02 , 1.08119730e-02
5.55105500e+00 , 5.61133099e+00 , 5.46476841e+00 , 1.00000000e+02 , 3.26081176e-02 , 1.13355539e+00 , 1.16383946e+00 , 1.11126435e+00 , 1.00000000e+02 , 1.12925195e-02
5.55229131e+00 , 5.60948944e+00 , 5.46935892e+00 , 1.00000000e+02 , 3.24647449e-02 , 1.13565747e+00 , 1.16543937e+00 , 1.11704516e+00 , 1.00000000e+02 , 1.08514301e-02
5.56603812e+00 , 5.61862278e+00 , 5.48505211e+00 , 1.00000000e+02 , 2.86911392e-02 , 1.13020952e+00 , 1.16077244e+00 , 1.10910535e+00 , 1.00000000e+02 , 1.12666855e-02
5.54319299e+00 , 5.60605335e+00 , 5.45582008e+00 , 1.00000000e+02 , 3.30568831e-02 , 1.13963786e+00 , 1.16917813e+00 , 1.11876500e+00 , 1.00000000e+02 , 1.09510509e-02
5.56813775e+00 , 5.63252020e+00 , 5.48385763e+00 , 1.00000000e+02 , 3.33014013e-02 , 1.12989712e+00 , 1.16193342e+00 , 1.10714459e+00 , 1.00000000e+02 , 1.12390847e-02
5.57025479e+00 , 5.62336826e+00 , 5.48910189e+00 , 1.00000000e+02 , 3.05900697e-02 , 1.14448841e+00 , 1.17285562e+00 , 1.12423110e+00 , 1.00000000e+02 , 1.05308038e-02
5.56708180e+00 , 5.62675238e+00 , 5.47948503e+00 , 1.00000000e+02 , 3.38403520e-02 , 1.14217767e+00 , 1.17187870e+00 , 1.11874056e+00 , 1.00000000e+02 , 1.11698786e-02
5.56747066e+00 , 5.62691116e+00 , 5.48234415e+00 , 1.00000000e+02 , 3.24162079e-02 , 1.13497018e+00 , 1.16456854e+00 , 1.11569488e+00 , 1.00000000e+02 , 1.07608052e-02
5.57350088e+00 , 5.62825537e+00 , 5.48850060e+00 , 1.00000000e+02 , 3.09010601e-02 , 1.13574795e+00 , 1.16558337e+00 , 1.11670434e+00 , 1.00000000e+02 , 1.08174032e-02
5.58610424e+00 , 5.64098310e+00 , 5.50375080e+00 , 1.00000000e+02 , 3.12999896e-02 , 1.13379556e+00 , 1.16488886e+00 , 1.11238980e+00 , 1.00000000e+02 , 1.11181204e-02
5.57993838e+00 , 5.63971090e+00 , 5.49304247e+00 , 1.00000000e+02 , 3.38663646e-02 , 1.14235754e+00 , 1.17573595e+00 , 1.11940253e+00 , 1.00000000e+02 , 1.18428776e-02
5.57733847e+00 , 5.62855673e+00 , 5.49903679e+00 , 1.00000000e+02 , 2.86769696e-02 , 1.14145336e+00 , 1.17265344e+00 , 1.11955750e+00 , 1.00000000e+02 , 1.10115492e-02
5.60425358e+00 , 5.66334105e+00 , 5.51835155e+00 , 1.00000000e+02 , 3.43914789e-02 , 1.13206293e+00 , 1.16186488e+00 , 1.10894096e+00 , 1.00000000e+02 , 1.10012280e-02
5.60499282e+00 , 5.65873575e+00 , 5.52635193e+00 , 1.00000000e+02 , 2.83131720e-02 , 1.13293340e+00 , 1.16395748e+00 , 1.10841370e+00 , 1.00000000e+02 , 1.15078675e-02
5.57310721e+00 , 5.62809229e+00 , 5.48951674e+00 , 1.00000000e+02 , 3.01333479e-02 , 1.14257364e+00 , 1.17399919e+00 , 1.12102723e+00 , 1.00000000e+02 , 1.09467058e-02
5.61965646e+00 , 5.67733669e+00 , 5.53190851e+00 , 1.00000000e+02 , 3.34639109e-02 , 1.13455746e+00 , 1.16272247e+00 , 1.11306095e+00 , 1.00000000e+02 , 1.06154091e-02
5.63369066e+00 , 5.70074368e+00 , 5.54160643e+00 , 1.00000000e+02 , 3.57243182e-02 , 1.13166550e+00 , 1.16412604e+00 , 1.10948980e+00 , 1.00000000e+02 , 1.17287475e-02
5.62316838e+00 , 5.68367481e+00 , 5.53823328e+00 , 1.00000000e+02 , 3.19850851e-02 , 1.13296271e+00 , 1.16396415e+00 , 1.10998988e+00 , 1.00000000e+02 , 1.12396851e-02
5.60154607e+00 , 5.66086054e+00 , 5.51844168e+00 , 1.00000000e+02 , 3.17116447e-02 , 1.13594570e+00 , 1.16474676e+00 , 1.11429930e+00 , 1.00000000e+02 , 1.06562686e-02
5.60187973e+00 , 5.65736675e+00 , 5.51727200e+00 , 1.00000000e+02 , 3.13168464e-02 , 1.13837732e+00 , 1.17215180e+00 , 1.11728871e+00 , 1.00000000e+02 , 1.15478484e-02
5.63589349e+00 , 5.70167685e+00 , 5.53801584e+00 , 1.00000000e+02 , 3.82042960e-02 , 1.13958222e+00 , 1.17079973e+00 , 1.11897528e+00 , 1.00000000e+02 , 1.11248139e-02
5.58391659e+00 , 5.63434267e+00 , 5.50243855e+00 , 1.00000000e+02 , 3.02327371e-02 , 1.14719920e+00 , 1.17758882e+00 , 1.12132108e+00 , 1.00000000e+02 , 1.12923510e-02
5.59847496e+00 , 5.65069771e+00 , 5.51610184e+00 , 1.00000000e+02 , 3.19179679e-02 , 1.14432767e+00 , 1.18135417e+00 , 1.11555195e+00 , 1.00000000e+02 , 1.31224986e-02
5.61488884e+00 , 5.67909050e+00 , 5.52597475e+00 , 1.00000000e+02 , 3.52817953e-02 , 1.13538261e+00 , 1.16591012e+00 , 1.11320388e+00 , 1.00000000e+02 , 1.14978542e-02
5.63041894e+00 , 5.68717194e+00 , 5.54688120e+00 , 1.00000000e+02 , 3.19569734e-02 , 1.13177594e+00 , 1.15880263e+00 , 1.11219156e+00 , 1.00000000e+02 , 1.00978393e-02
5.63595391e+00 , 5.69278288e+00 , 5.55031967e+00 , 1.00000000e+02 , 3.26347103e-02 , 1.13368470e+00 , 1.16542041e+00 , 1.11121368e+00 , 1.00000000e+02 , 1.14399342e-02
5.63672183e+00 , 5.68817520e+00 , 5.55996943e+00 , 1.00000000e+02 , 2.78746163e-02 , 1.13202566e+00 , 1.16395283e+00 , 1.11086333e+00 , 1.00000000e+02 , 1.10245791e-02
5.62827293e+00 , 5.67878103e+00 , 5.55330324e+00 , 1.00000000e+02 , 2.81361206e-02 , 1.13356499e+00 , 1.16444480e+00 , 1.10902727e+00 , 1.00000000e+02 , 1.14345760e-02
5.66531595e+00 , 5.72302103e+00 , 5.57282019e+00 , 1.00000000e+02 , 3.24728697e-02 , 1.13655591e+00 , 1.16449654e+00 , 1.11668992e+00 , 1.00000000e+02 , 1.06428714e-02
5.62612644e+00 , 5.68226194e+00 , 5.54255390e+00 , 1.00000000e+02 , 3.32267727e-02 , 1.13897449e+00 , 1.17017555e+00 , 1.11595619e+00 , 1.00000000e+02 , 1.12370926e-02
5.63137311e+00 , 5.69526720e+00 , 5.54383373e+00 , 1.00000000e+02 , 3.48803308e-02 , 1.13809119e+00 , 1.17532647e+00 , 1.11136615e+00 , 1.00000000e+02 , 1.33715453e-02
5.63100542e+00 , 5.68711948e+00 , 5.54151821e+00 , 1.00000000e+02 , 3.20274398e-02 , 1.13093205e+00 , 1.15324152e+00 , 1.11371219e+00 , 1.00000000e+02 , 9.34601332e-03
5.65047644e+00 , 5.71372318e+00 , 5.56335211e+00 , 1.00000000e+02 , 3.41451469e-02 , 1.13487147e+00 , 1.16707337e+00 , 1.11255658e+00 , 1.00000000e+02 , 1.15282100e-02
5.65564889e+00 , 5.71137142e+00 , 5.57849073e+00 , 1.00000000e+02 , 3.12534334e-02 , 1.13228564e+00 , 1.16331828e+00 , 1.10836577e+00 , 1.00000000e+02 , 1.11374616e-02
5.64450990e+00 , 5.70785236e+00 , 5.56068039e+00 , 1.00000000e+02 , 3.22047731e-02 , 1.13894005e+00 , 1.17124283e+00 , 1.11474335e+00 , 1.00000000e+02 , 1.13636706e-02
5.64815491e+00 , 5.70457983e+00 , 5.56459904e+00 , 1.00000000e+02 , 3.08437167e-02 , 1.13961347e+00 , 1.17049646e+00 , 1.11785448e+00 , 1.00000000e+02 , 1.09873217e-02
5.63830547e+00 , 5.69785357e+00 , 5.55324793e+00 , 1.00000000e+02 , 3.31306657e-02 , 1.15580848e+00 , 1.18402064e+00 , 1.13502228e+00 , 1.00000000e+02 , 1.01611305e-02
5.66177746e+00 , 5.71780634e+00 , 5.58104753e+00 , 1.00000000e+02 , 3.13701203e-02 , 1.13047442e+00 , 1.16159081e+00 , 1.11011052e+00 , 1.00000000e+02 , 1.09697862e-02
5.66798115e+00 , 5.73061895e+00 , 5.57854939e+00 , 1.00000000e+02 , 3.46077943e-02 , 1.14287819e+00 , 1.17767429e+00 , 1.12100136e+00 , 1.00000000e+02 , 1.18864566e-02
5.66340277e+00 , 5.72431993e+00 , 5.57725191e+00 , 1.00000000e+02 , 3.30986025e-02 , 1.15102705e+00 , 1.18251491e+00 , 1.12742352e+00 , 1.00000000e+02 , 1.16453059e-02
5.68576496e+00 , 5.74617529e+00 , 5.60004807e+00 , 1.00000000e+02 , 3.21185075e-02 , 1.14396718e+00 , 1.17609692e+00 , 1.12083757e+00 , 1.00000000e+02 , 1.15162655e-02
5.70571345e+00 , 5.76563978e+00 , 5.61955929e+00 , 1.00000000e+02 , 3.31198650e-02 , 1.14033960e+00 , 1.17520893e+00 , 1.11806726e+00 , 1.00000000e+02 , 1.19907235e-02
5.69355055e+00 , 5.75411034e+00 , 5.60445881e+00 , 1.00000000e+02 , 3.35231084e-02 , 1.14363633e+00 , 1.17656207e+00 , 1.12072802e+00 , 1.00000000e+02 , 1.12375527e-02
5.68837246e+00 , 5.74203348e+00 , 5.60297823e+00 , 1.00000000e+02 , 3.10428890e-02 , 1.14598914e+00 , 1.17716837e+00 , 1.12473202e+00 , 1.00000000e+02 , 1.10184233e-02
5.67954807e+00 , 5.74080372e+00 , 5.59453249e+00 , 1.00000000e+02 , 3.25989728e-02 , 1.14989603e+00 , 1.17965162e+00 , 1.12992585e+00 , 1.00000000e+02 , 1.05091680e-02
5.69662205e+00 , 5.75637674e+00 , 5.61453199e+00 , 1.00000000e+02 , 3.23405993e-02 , 1.14774685e+00 , 1.17548728e+00 , 1.12803710e+00 , 1.00000000e+02 , 9.80603588e-03
5.69441082e+00 , 5.75284767e+00 , 5.61305141e+00 , 1.00000000e+02 , 2.92743335e-02 , 1.14506155e+00 , 1.17431343e+00 , 1.12319255e+00 , 1.00000000e+02 , 1.01633385e-02
5.71258123e+00 , 5.77499628e+00 , 5.62954044e+00 , 1.00000000e+02 , 3.30762587e-02 , 1.14345150e+00 , 1.17758131e+00 , 1.12188566e+00 , 1.00000000e+02 , 1.17724028e-02
