13:45:42.199,0,10,10,1,-0.752749,0.634679,-0.68559,0.443886,-0.272686,0.652916,0.766038,0.0192532,-0.658477,1.48267,-0.573295,1.54307,0.0162431,0.956945,-0.564449,-0.0920583,-0.522275,2.3395,-1.62052,1.71571,0.967028,5.83201,-0.669169,0.0308573,1.56395,2.06734,-1.34625,-0.425947,4.86699,-0.162844,0.721941,-0.299608,-0.350629,1.77905,-0.0431845,-0.740712,-0.899449,3.44552,-0.468672,-7.00528,-1.03727,0.16988,-0.986972,-0.930796,-1.70141,-0.539299,-0.315703,-1.35738,-0.382993,0.326505,-1.92826,-0.214486,1.59067,0.606938,-1.94017,-3.05212,1.70968,2.192,-0.0011487,2.11507,-0.586163,0.137051,2.84939,-0.812922,9.19036,9.16528,10.4433,15.5504,12.4556,7.57771,16.0943,0,12.711,14.5788,0,16.1586,7.30224,14.2589,18.7444,0,19.9994,0.710509,0.710099,0.691448,0.703265,0.672189,0.593686,0.678306,0.728435,0.684786,0.647328,0.720956,0.736897,0.717436,0.711133,0.675504,0.721694,0.0224775,0,0,-0.00666667,0.002,0.000125,80
13:45:42.699,0.500007,10,10,1,-0.764953,0.780409,-0.671348,0.412766,-0.268519,0.82267,0.742834,0.0340381,-0.623682,1.61376,-0.581198,1.56466,0.028769,0.970713,-0.542658,-0.109841,-0.525017,2.31715,-1.64511,1.62989,0.928392,6.42451,-0.678473,-0.033015,1.53659,2.44637,-1.39857,-0.436652,4.89989,0.148208,0.715012,-0.252043,-0.338291,1.84061,0.0284126,-0.704985,-0.916115,3.44552,-0.371468,-7.00942,-1.09299,0.281594,-0.967863,-0.990252,-1.69722,-0.499959,-0.326599,-1.3779,-0.348202,0.598874,-1.95385,-0.184696,1.60409,0.66414,-1.96299,-3.04234,1.67243,2.25409,-0.0533564,2.11642,-0.639765,0.256838,2.83396,-0.788502,9.66013,9.64535,10.4118,15.5963,12.4522,7.55178,16.0981,0,12.6707,14.539,0,15.8012,14.9946,14.5835,18.7053,0,20.0033,0.707185,0.706236,0.688458,0.702909,0.672651,0.580349,0.669748,0.721392,0.68336,0.647294,0.718395,0.735958,0.711265,0.709798,0.674068,0.718951,0.0224723,0,0,-0.00666667,0.002,0.000125,80
13:45:43.199,1,10,10,1,-0.766309,0.838974,-0.69825,0.507478,-0.281018,0.916831,0.774228,0.047479,-0.623682,1.94078,-0.593054,1.5589,-0.0157676,0.954191,-0.612118,-0.149511,-0.544209,2.34212,-1.64183,1.54804,0.993245,6.80831,-0.703728,-0.030297,1.56531,2.92889,-1.38893,-0.37376,4.89715,0.863309,0.648493,-0.292813,-0.299905,1.8861,-0.0087628,-0.746005,-0.910559,3.56917,-0.444371,-7.01769,-1.08212,0.311822,-0.966498,-0.946368,-1.66786,-0.402923,-0.344304,-1.34917,-0.384331,0.820508,-1.93963,-0.18044,1.57726,0.685932,-1.98419,-3.04234,1.67519,2.40036,-0.0190092,2.14207,-0.653954,0.300397,2.81698,-0.766955,9.72107,9.75219,10.4217,15.5668,12.456,7.52995,16.0999,15.6849,12.6245,14.5013,3.39675,14.3642,16.0983,14.6371,18.6748,1.61656,20.0018,0.705813,0.704064,0.68106,0.703224,0.672043,0.571705,0.65886,0.705266,0.682288,0.644476,0.717656,0.733714,0.706228,0.709251,0.670735,0.717913,0.0224661,0,0,-0.00666667,0.002,0.000125,80
13:45:43.700,1.5001,10,10,1,-0.741901,0.961551,-0.731483,0.438473,-0.25602,1.12504,0.790607,-0.00628439,-0.666827,2.21675,-0.595688,1.57185,-0.0463865,1.001,-0.590326,-0.197389,-0.555177,2.29218,-1.62216,1.61273,0.979447,7.14167,-0.701069,-0.031656,1.55847,3.48669,-1.41509,-0.379113,4.91634,1.81571,0.68591,-0.265633,-0.320469,1.95301,0.0160208,-0.724834,-0.914726,3.5974,-0.42277,-7.02735,-1.12832,0.501079,-0.962403,-0.895406,-1.67206,-0.342603,-0.317065,-1.36559,-0.356231,1.1316,-1.9837,-0.187533,1.5263,0.699551,-1.92061,-3.01462,1.76626,2.42105,0.00709462,2.14477,-0.605081,0.50108,2.80308,-0.745408,9.85191,9.92484,10.3891,15.663,12.4483,7.51194,16.0886,16.5395,12.5724,14.4554,10.8744,12.5825,16.658,14.643,18.6204,12.036,20.0016,0.702985,0.699313,0.674796,0.702099,0.673102,0.564192,0.646275,0.683802,0.680719,0.643789,0.713326,0.732273,0.699166,0.708869,0.670207,0.713326,0.0224579,0,0,-0.00666667,0.002,0.000125,80
13:45:44.200,2.0001,10,10,1,-0.739189,1.1209,-0.690338,0.366763,-0.236577,1.46721,0.710075,0.0232855,-0.59863,2.70246,-0.619399,1.56034,-0.0436029,1.01064,-0.605308,-0.168662,-0.551064,2.28692,-1.5779,1.61405,0.935292,7.41341,-0.719678,-0.0207841,1.5831,3.859,-1.38342,-0.411228,4.92594,2.75368,0.654036,-0.336301,-0.331436,2.04935,-0.0280389,-0.732773,-0.893894,3.70089,-0.459221,-7.02321,-1.1324,0.665364,-0.941929,-0.97468,-1.72098,-0.211473,-0.302083,-1.41893,-0.395036,1.41465,-1.92115,-0.18044,1.6175,0.782631,-2.03961,-3.03255,1.68071,2.50936,0.0455635,2.17852,-0.595622,0.65976,2.80154,-0.708059,9.93256,10.0428,10.3557,15.6847,12.4474,7.49778,16.0587,16.6533,12.5209,14.413,12.1475,0,16.8397,14.9168,18.5763,13.3624,20.0046,0.699335,0.691561,0.66383,0.701811,0.673158,0.558069,0.637865,0.66268,0.678492,0.641415,0.709562,0.729247,0.692741,0.70693,0.668165,0.709688,0.02245,0,0,-0.00666667,0.002,0.000125,80
13:45:44.700,2.50011,10,10,1,-0.754105,1.30068,-0.674513,0.433061,-0.240744,1.95657,0.785147,-0.0183812,-0.693271,3.17437,-0.616765,1.53731,-0.012984,1.06985,-0.587602,-0.190549,-0.527758,2.26721,-1.63855,1.54012,0.942191,7.62492,-0.695753,0.0417292,1.54616,4.44771,-1.38342,-0.39517,4.90949,3.8151,0.688682,-0.295531,-0.399982,2.23268,-0.0266621,-0.785702,-0.920281,3.76944,-0.463271,-7.08255,-1.14191,0.790221,-0.973323,-0.964771,-1.64829,-0.109191,-0.321151,-1.3478,-0.39236,1.86326,-1.95669,-0.167673,1.55312,0.897037,-1.9581,-3.08146,1.72624,2.66805,-0.0258787,2.16367,-0.630306,0.833996,2.80617,-0.738225,9.96538,10.0878,10.3043,15.7776,12.4442,7.48663,16.0361,16.6716,12.4851,14.3638,12.5637,0,16.9717,15.1685,18.5364,13.969,20.0004,0.695214,0.680496,0.653168,0.700394,0.673525,0.553297,0.624594,0.63879,0.6743,0.639815,0.706669,0.726852,0.68259,0.704272,0.66453,0.705687,0.0224402,0,0,-0.00666667,0.002,0.000125,80
13:45:45.200,3.0001,10,10,1,-0.764953,1.56354,-0.69825,0.461475,-0.204635,2.46318,0.783782,0.00984462,-0.615332,3.8022,-0.620716,1.56754,0.000933669,1.05608,-0.625737,-0.183709,-0.490744,2.31321,-1.68936,1.73815,0.931152,8.04233,-0.677144,-0.0574768,1.57215,4.91814,-1.36552,-0.43799,4.8807,4.83164,0.70254,-0.2833,-0.308131,2.40128,-0.017024,-0.675874,-0.907782,3.90251,-0.443021,-7.06047,-1.09842,1.01628,-0.956943,-0.961939,-1.71958,0.0114484,-0.345666,-1.40662,-0.37095,2.35459,-1.95811,-0.194626,1.56251,0.941981,-2.01679,-3.0407,1.71244,2.79775,-0.0148876,2.17717,-0.682332,0.910224,2.82469,-0.685076,9.99681,10.068,10.2702,15.7575,12.4516,7.47802,16.0115,16.6595,12.4378,14.3146,12.9669,0,17.0119,15.186,18.4849,14.0674,19.9981,0.689214,0.669037,0.639005,0.700595,0.6724,0.543907,0.613977,0.615917,0.670425,0.636755,0.701488,0.724024,0.671472,0.703154,0.661533,0.703867,0.0224281,0,0,-0.00666667,0.002,0.000125,80
13:45:45.700,3.5002,10,10,1,-0.783937,1.88633,-0.709328,0.43712,-0.214357,3.07854,0.785147,-0.0197252,-0.657085,4.53214,-0.565391,1.5661,-0.0658712,1.13181,-0.597136,-0.185077,-0.592191,2.34344,-1.70084,1.5784,0.933912,8.31547,-0.663852,-0.00855326,1.52017,5.52298,-1.38205,-0.39517,4.89989,5.87382,0.68591,-0.329506,-0.380789,2.57122,-0.0087628,-0.712925,-0.903616,3.96299,-0.461921,-7.04529,-1.12153,1.26862,-0.962403,-0.833119,-1.66926,0.167493,-0.303445,-1.35054,-0.432504,3.06355,-1.90978,-0.174766,1.56788,1.07273,-2.04124,-3.06679,1.73452,2.9454,0.0318246,2.13937,-0.567244,1.18869,2.80617,-0.761209,9.9821,10.0345,10.2315,15.8634,12.4562,7.47002,15.9895,16.6442,12.3903,14.2597,13.1605,0,17.0277,15.3276,18.4367,14.3906,20.0045,0.681872,0.655148,0.622565,0.698785,0.671626,0.53776,0.600355,0.59249,0.66652,0.635323,0.695719,0.720401,0.655484,0.70011,0.658133,0.69751,0.0224155,0,0,-0.00666667,0.002,0.000125,80
13:45:46.200,4.0002,10,10,1,-0.771733,2.2595,-0.699833,0.447945,-0.237966,3.82254,0.768768,-0.0291338,-0.616723,5.29795,-0.608861,1.60352,-0.0380358,1.3466,-0.61348,-0.159087,-0.518162,2.09241,-1.71723,1.73419,0.993245,8.62082,-0.707715,-0.0398099,1.54069,6.21115,-1.4027,-0.387142,4.90263,6.79576,0.706697,-0.351249,-0.335549,2.76659,0.0132671,-0.691753,-0.891116,4.04364,-0.441671,-6.98182,-1.14599,1.57879,-0.965133,-0.906731,-1.66926,0.417952,-0.291187,-1.3478,-0.401727,4.05156,-1.93821,-0.205975,1.57458,1.22663,-2.00049,-3.11569,1.70554,3.08752,-0.0286264,2.20417,-0.586163,1.41893,2.81852,-0.709496,9.94374,9.99537,10.1936,16.0844,12.4377,7.46981,15.968,16.6286,12.3412,14.208,13.2587,11.4769,17.0253,15.4263,18.3888,14.4811,20.0031,0.67339,0.638377,0.605328,0.69384,0.677133,0.530894,0.584872,0.571776,0.662031,0.633425,0.688638,0.714642,0.633247,0.696527,0.654842,0.692219,0.0224004,0,0,-0.00666667,0.002,0.000125,80
13:45:46.700,4.50021,10,10,1,-0.762241,2.8792,-0.695085,0.452004,-0.232411,4.66203,0.749659,-0.0170371,-0.654301,6.03065,-0.607544,1.54882,-0.00184987,1.84778,-0.588964,-0.148143,-0.529129,2.19098,-1.68609,1.57444,0.973927,8.94159,-0.687777,-0.0262201,1.57215,6.94233,-1.39857,-0.40989,4.90263,7.57499,0.681752,-0.383865,-0.364338,2.95794,-0.0184009,-0.735419,-0.928614,4.24256,-0.43087,-7.02735,-1.0726,1.98622,-0.961038,-0.912393,-1.69582,0.646119,-0.310255,-1.26026,-0.388346,5.00485,-1.98086,-0.187533,1.53033,1.4282,-2.01842,-3.11732,1.71244,3.35797,-0.00664425,2.16097,-0.611388,1.78763,2.82778,-0.766955,9.92114,9.95573,10.1686,16.3041,12.4602,7.46578,15.9549,16.6165,12.2921,14.1609,13.3132,14.5807,17.0063,15.5021,18.3476,14.5647,20.003,0.659391,0.619485,0.588849,0.682478,0.674796,0.523691,0.568442,0.554281,0.657629,0.628874,0.67938,0.709376,0.611811,0.69187,0.648674,0.683825,0.0223839,0,0,-0.00666667,0.002,0.000125,80
